Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"WPC","W. P. CAREY REIT INC","Equity","0.02","77.92","126,330.00","9,843,633.60","9,843,633.60","Real Estate","US92936U1097","New York Stock Exchange Inc.","United States","USD"
"EPI A","EPIROC CLASS A","Equity","0.02","22.52","436,327.00","9,827,264.53","9,827,264.53","Industrials","SE0015658109","Nasdaq Omx Nordic","Sweden","SEK"
"HWM","HOWMET AEROSPACE INC","Equity","0.02","31.78","309,025.00","9,820,814.50","9,820,814.50","Industrials","US4432011082","New York Stock Exchange Inc.","United States","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Equity","0.02","176.32","55,481.00","9,782,409.92","9,782,409.92","Information Technology","US4262811015","NASDAQ","United States","USD"
"ATO","ATMOS ENERGY CORP","Equity","0.02","97.47","100,272.00","9,773,511.84","9,773,511.84","Utilities","US0495601058","New York Stock Exchange Inc.","United States","USD"
"MRU","METRO INC","Equity","0.02","51.15","190,982.00","9,768,702.37","9,768,702.37","Consumer Staples","CA59162N1096","Toronto Stock Exchange","Canada","CAD"
"CVE","CENOVUS ENERGY INC","Equity","0.02","8.27","1,179,244.00","9,751,701.98","9,751,701.98","Energy","CA15135U1093","Toronto Stock Exchange","Canada","CAD"
"MOH","MOLINA HEALTHCARE INC","Equity","0.02","265.52","36,637.00","9,727,856.24","9,727,856.24","Health Care","US60855R1005","New York Stock Exchange Inc.","United States","USD"
"XRO","XERO LTD","Equity","0.02","109.51","88,773.00","9,721,237.75","9,721,237.75","Information Technology","NZXROE0001S2","Asx - All Markets","Australia","AUD"
"PCG","PG&E CORP","Equity","0.02","9.01","1,075,943.00","9,694,246.43","9,694,246.43","Utilities","US69331C1080","New York Stock Exchange Inc.","United States","USD"
"MNDI","MONDI PLC","Equity","0.02","27.93","346,796.00","9,685,223.32","9,685,223.32","Materials","GB00B1CRLC47","London Stock Exchange","United Kingdom","GBP"
"UCB","UCB SA","Equity","0.02","114.54","84,292.00","9,655,201.18","9,655,201.18","Health Care","BE0003739530","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"CDAY","CERIDIAN HCM HOLDING INC","Equity","0.02","111.45","86,638.00","9,655,805.10","9,655,805.10","Information Technology","US15677J1088","New York Stock Exchange Inc.","United States","USD"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Equity","0.02","102.53","93,947.00","9,632,696.87","9,632,696.87","Consumer Discretionary","DE000PAH0038","Xetra","Germany","EUR"
"9735","SECOM LTD","Equity","0.02","75.95","126,743.00","9,625,802.47","9,625,802.47","Industrials","JP3421800008","Tokyo Stock Exchange","Japan","JPY"
"EQH","EQUITABLE HOLDINGS INC","Equity","0.02","31.03","310,195.00","9,625,350.85","9,625,350.85","Financials","US29452E1010","New York Stock Exchange Inc.","United States","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.02","380.08","25,323.00","9,624,765.84","9,624,765.84","Financials","US3030751057","New York Stock Exchange Inc.","United States","USD"
"WSP","WSP GLOBAL INC","Equity","0.02","130.79","73,221.00","9,576,865.91","9,576,865.91","Industrials","CA92938W2022","Toronto Stock Exchange","Canada","CAD"
"9101","NIPPON YUSEN","Equity","0.02","77.98","122,800.00","9,575,506.12","9,575,506.12","Industrials","JP3753000003","Tokyo Stock Exchange","Japan","JPY"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Equity","0.02","32.92","290,773.00","9,572,055.08","9,572,055.08","Financials","JP3892100003","Tokyo Stock Exchange","Japan","JPY"
"NDSN","NORDSON CORP","Equity","0.02","238.82","40,052.00","9,565,218.64","9,565,218.64","Industrials","US6556631025","NASDAQ","United States","USD"
"FICO","FAIR ISAAC CORP","Equity","0.02","455.14","21,020.00","9,567,042.80","9,567,042.80","Information Technology","US3032501047","New York Stock Exchange Inc.","United States","USD"
"WTRG","ESSENTIAL UTILITIES INC","Equity","0.02","49.96","191,090.00","9,546,856.40","9,546,856.40","Utilities","US29670G1022","New York Stock Exchange Inc.","United States","USD"
"VMW","VMWARE CLASS A INC","Equity","0.02","149.59","63,722.00","9,532,173.98","9,532,173.98","Information Technology","US9285634021","New York Stock Exchange Inc.","United States","USD"
"AEM","AGNICO EAGLE MINES LTD","Equity","0.02","57.39","165,935.00","9,522,297.65","9,522,297.65","Materials","CA0084741085","Toronto Stock Exchange","Canada","CAD"
"2802","AJINOMOTO INC","Equity","0.02","29.13","326,195.00","9,503,447.43","9,503,447.43","Consumer Staples","JP3119600009","Tokyo Stock Exchange","Japan","JPY"
"FFIV","F5 NETWORKS INC","Equity","0.02","205.86","46,153.00","9,501,056.58","9,501,056.58","Information Technology","US3156161024","NASDAQ","United States","USD"
"DOL","DOLLARAMA INC","Equity","0.02","45.91","206,670.00","9,489,237.00","9,489,237.00","Consumer Discretionary","CA25675T1075","Toronto Stock Exchange","Canada","CAD"
"FM","FIRST QUANTUM MINERALS LTD","Equity","0.02","21.43","442,537.00","9,484,567.87","9,484,567.87","Materials","CA3359341052","Toronto Stock Exchange","Canada","CAD"
"ALLE","ALLEGION PLC","Equity","0.02","143.08","66,265.00","9,481,196.20","9,481,196.20","Industrials","IE00BFRT3W74","New York Stock Exchange Inc.","United States","USD"
"LYFT","LYFT INC CLASS A","Equity","0.02","47.13","201,186.00","9,481,896.18","9,481,896.18","Industrials","US55087P1049","NASDAQ","United States","USD"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Equity","0.02","32.58","291,013.00","9,481,984.92","9,481,984.92","Real Estate","JP3409000001","Tokyo Stock Exchange","Japan","JPY"
"SCG","SCENTRE GROUP","Equity","0.02","2.09","4,541,486.00","9,479,766.17","9,479,766.17","Real Estate","AU000000SCG8","Asx - All Markets","Australia","AUD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.02","156.02","60,382.00","9,420,799.64","9,420,799.64","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"INCY","INCYTE CORP","Equity","0.02","76.05","123,560.00","9,396,738.00","9,396,738.00","Health Care","US45337C1027","NASDAQ","United States","USD"
"PNDORA","PANDORA","Equity","0.02","120.34","78,112.00","9,399,914.44","9,399,914.44","Consumer Discretionary","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"RTO","RENTOKIL INITIAL PLC","Equity","0.02","7.96","1,178,876.00","9,387,202.15","9,387,202.15","Industrials","GB00B082RF11","London Stock Exchange","United Kingdom","GBP"
"SCHP","SCHINDLER HOLDING PAR AG","Equity","0.02","327.82","28,553.00","9,360,259.70","9,360,259.70","Industrials","CH0024638196","SIX Swiss Exchange","Switzerland","CHF"
"LUMI","BANK LEUMI LE ISRAEL","Equity","0.02","8.35","1,120,417.00","9,351,029.33","9,351,029.33","Financials","IL0006046119","Tel Aviv Stock Exchange","Israel","ILS"
"INF","INFORMA PLC","Equity","0.02","7.34","1,267,795.00","9,306,885.63","9,306,885.63","Communication","GB00BMJ6DW54","London Stock Exchange","United Kingdom","GBP"
"1COV","COVESTRO AG","Equity","0.02","66.88","139,101.00","9,302,620.30","9,302,620.30","Materials","DE0006062144","Xetra","Germany","EUR"
"SJM","JM SMUCKER","Equity","0.02","122.28","75,929.00","9,284,598.12","9,284,598.12","Consumer Staples","US8326964058","New York Stock Exchange Inc.","United States","USD"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.02","202.17","45,882.00","9,275,963.94","9,275,963.94","Consumer Discretionary","US6081901042","New York Stock Exchange Inc.","United States","USD"
"8015","TOYOTA TSUSHO CORP","Equity","0.02","43.67","212,100.00","9,263,272.83","9,263,272.83","Industrials","JP3635000007","Tokyo Stock Exchange","Japan","JPY"
"6920","LASERTEC CORP","Equity","0.02","208.09","44,500.00","9,259,951.78","9,259,951.78","Information Technology","JP3979200007","Tokyo Stock Exchange","Japan","JPY"
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.02","90.76","102,032.00","9,260,424.32","9,260,424.32","Industrials","US12541W2098","NASDAQ","United States","USD"
"XRAY","DENTSPLY SIRONA INC","Equity","0.02","61.28","150,817.00","9,242,065.76","9,242,065.76","Health Care","US24906P1093","NASDAQ","United States","USD"
"TEL","TELENOR","Equity","0.02","18.01","510,705.00","9,197,421.62","9,197,421.62","Communication","NO0010063308","Oslo Bors Asa","Norway","NOK"
"5020","ENEOS HOLDINGS INC","Equity","0.02","3.89","2,363,428.00","9,188,779.26","9,188,779.26","Energy","JP3386450005","Tokyo Stock Exchange","Japan","JPY"
"HEI","HEIDELBERGCEMENT AG","Equity","0.02","87.17","105,116.00","9,163,068.10","9,163,068.10","Materials","DE0006047004","Xetra","Germany","EUR"
"LYV","LIVE NATION ENTERTAINMENT INC","Equity","0.02","86.57","105,766.00","9,156,162.62","9,156,162.62","Communication","US5380341090","New York Stock Exchange Inc.","United States","USD"
"CNP","CENTERPOINT ENERGY INC","Equity","0.02","25.38","360,537.00","9,150,429.06","9,150,429.06","Utilities","US15189T1079","New York Stock Exchange Inc.","United States","USD"
"UMI","UMICORE SA","Equity","0.02","67.14","136,227.00","9,145,778.10","9,145,778.10","Materials","BE0974320526","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"LII","LENNOX INTERNATIONAL INC","Equity","0.02","335.71","27,183.00","9,125,604.93","9,125,604.93","Industrials","US5261071071","New York Stock Exchange Inc.","United States","USD"
"4307","NOMURA RESEARCH INSTITUTE LTD","Equity","0.02","36.90","247,110.00","9,117,247.17","9,117,247.17","Information Technology","JP3762800005","Tokyo Stock Exchange","Japan","JPY"
"L","LOBLAW COMPANIES LTD","Equity","0.02","70.62","129,047.00","9,113,300.47","9,113,300.47","Consumer Staples","CA5394811015","Toronto Stock Exchange","Canada","CAD"
"FMC","FMC CORP","Equity","0.02","93.32","97,522.00","9,100,753.04","9,100,753.04","Materials","US3024913036","New York Stock Exchange Inc.","United States","USD"
"SK3","SMURFIT KAPPA GROUP PLC","Equity","0.02","57.74","157,436.00","9,091,032.56","9,091,032.56","Materials","IE00B1RR8406","Irish Stock Exchange - All Market","Ireland","EUR"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash Collateral and Margins","0.02","100.00","9,085,900.00","9,085,900.00","9,085,900.00","Cash and/or Derivatives","-","-","United States","USD"
"6","POWER ASSETS HOLDINGS LTD","Equity","0.02","6.26","1,449,865.00","9,077,775.12","9,077,775.12","Utilities","HK0006000050","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Equity","0.02","22.94","395,374.00","9,071,536.97","9,071,536.97","Health Care","NZFAPE0001S2","New Zealand Exchange Ltd","New Zealand","NZD"
"6178","JAPAN POST HOLDINGS LTD","Equity","0.02","8.55","1,058,200.00","9,050,616.44","9,050,616.44","Financials","JP3752900005","Tokyo Stock Exchange","Japan","JPY"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Equity","0.02","88.06","102,761.00","9,048,716.14","9,048,716.14","Real Estate","FR0013326246","Euronext Amsterdam","France","EUR"
"NRG","NRG ENERGY INC","Equity","0.02","44.76","201,714.00","9,028,718.64","9,028,718.64","Utilities","US6293775085","New York Stock Exchange Inc.","United States","USD"
"MASI","MASIMO CORP","Equity","0.02","276.45","32,574.00","9,005,082.30","9,005,082.30","Health Care","US5747951003","NASDAQ","United States","USD"
"DT","DYNATRACE INC","Equity","0.02","68.08","132,150.00","8,996,772.00","8,996,772.00","Information Technology","US2681501092","New York Stock Exchange Inc.","United States","USD"
"VOW","VOLKSWAGEN AG","Equity","0.02","335.33","26,824.00","8,994,827.01","8,994,827.01","Consumer Discretionary","DE0007664005","Xetra","Germany","EUR"
"4188","MITSUBISHI CHEMICAL CORP","Equity","0.02","8.69","1,035,070.00","8,991,231.78","8,991,231.78","Materials","JP3897700005","Tokyo Stock Exchange","Japan","JPY"
"SNA","SNAP ON INC","Equity","0.02","226.16","39,737.00","8,986,919.92","8,986,919.92","Industrials","US8330341012","New York Stock Exchange Inc.","United States","USD"
"BXB","BRAMBLES LTD","Equity","0.02","8.74","1,027,044.00","8,980,065.00","8,980,065.00","Industrials","AU000000BXB1","Asx - All Markets","Australia","AUD"
"HST","HOST HOTELS & RESORTS REIT INC","Equity","0.02","16.36","548,744.00","8,977,451.84","8,977,451.84","Real Estate","US44107P1049","NASDAQ","United States","USD"
"SOLB","SOLVAY SA","Equity","0.02","133.98","66,700.00","8,936,308.92","8,936,308.92","Materials","BE0003470755","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Equity","0.02","1.61","5,556,027.00","8,923,260.22","8,923,260.22","Industrials","GB00B63H8491","London Stock Exchange","United Kingdom","GBP"
"OCDO","OCADO GROUP PLC","Equity","0.02","28.04","317,811.00","8,910,716.49","8,910,716.49","Consumer Discretionary","GB00B3MBS747","London Stock Exchange","United Kingdom","GBP"
"8951","NIPPON BUILDING FUND REIT INC","Equity","0.02","6,633.00","1,334.00","8,848,423.64","8,848,423.64","Real Estate","JP3027670003","Tokyo Stock Exchange","Japan","JPY"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Equity","0.02","439.90","20,096.00","8,840,260.49","8,840,260.49","Financials","CA3039011026","Toronto Stock Exchange","Canada","CAD"
"2388","BOC HONG KONG HOLDINGS LTD","Equity","0.02","3.07","2,871,977.00","8,815,685.58","8,815,685.58","Financials","HK2388011192","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"EQT","EQT","Equity","0.02","51.07","172,399.00","8,804,289.82","8,804,289.82","Financials","SE0012853455","Nasdaq Omx Nordic","Sweden","SEK"
"ALO","ALSTOM SA","Equity","0.02","43.10","204,189.00","8,800,902.62","8,800,902.62","Industrials","FR0010220475","Nyse Euronext - Euronext Paris","France","EUR"
"KGF","KINGFISHER PLC","Equity","0.02","4.88","1,793,061.00","8,747,285.82","8,747,285.82","Consumer Discretionary","GB0033195214","London Stock Exchange","United Kingdom","GBP"
"CPT","CAMDEN PROPERTY TRUST REIT","Equity","0.02","148.79","58,776.00","8,745,281.04","8,745,281.04","Real Estate","US1331311027","New York Stock Exchange Inc.","United States","USD"
"SHL","SONIC HEALTHCARE LTD","Equity","0.02","31.10","281,141.00","8,743,178.23","8,743,178.23","Health Care","AU000000SHL7","Asx - All Markets","Australia","AUD"
"HRL","HORMEL FOODS CORP","Equity","0.02","45.29","192,854.00","8,734,357.66","8,734,357.66","Consumer Staples","US4404521001","New York Stock Exchange Inc.","United States","USD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Equity","0.02","153.30","56,843.00","8,713,954.91","8,713,954.91","Consumer Discretionary","CA1366812024","Toronto Stock Exchange","Canada","CAD"
"MOS","MOSAIC","Equity","0.02","32.30","269,682.00","8,710,728.60","8,710,728.60","Materials","US61945C1036","New York Stock Exchange Inc.","United States","USD"
"TELIA","TELIA COMPANY","Equity","0.02","4.35","1,986,755.00","8,643,880.24","8,643,880.24","Communication","SE0000667925","Nasdaq Omx Nordic","Sweden","SEK"
"DVA","DAVITA INC","Equity","0.02","131.14","65,856.00","8,636,355.84","8,636,355.84","Health Care","US23918K1088","New York Stock Exchange Inc.","United States","USD"
"TW.","TAYLOR WIMPEY PLC","Equity","0.02","2.49","3,460,830.00","8,627,361.21","8,627,361.21","Consumer Discretionary","GB0008782301","London Stock Exchange","United Kingdom","GBP"
"ELAN","ELANCO ANIMAL HEALTH INC","Equity","0.02","33.44","257,742.00","8,618,892.48","8,618,892.48","Health Care","US28414H1032","New York Stock Exchange Inc.","United States","USD"
"BEI","BEIERSDORF AG","Equity","0.02","122.18","70,495.00","8,612,983.58","8,612,983.58","Consumer Staples","DE0005200000","Xetra","Germany","EUR"
"4151","KYOWA KIRIN LTD","Equity","0.02","32.30","266,112.00","8,595,583.46","8,595,583.46","Health Care","JP3256000005","Tokyo Stock Exchange","Japan","JPY"
"27","GALAXY ENTERTAINMENT GROUP LTD","Equity","0.02","6.45","1,329,368.00","8,579,431.68","8,579,431.68","Consumer Discretionary","HK0027032686","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"UU.","UNITED UTILITIES GROUP PLC","Equity","0.02","14.43","594,314.00","8,576,912.32","8,576,912.32","Utilities","GB00B39J2M42","London Stock Exchange","United Kingdom","GBP"
"SRG","SNAM","Equity","0.02","5.87","1,460,569.00","8,570,097.03","8,570,097.03","Utilities","IT0003153415","Borsa Italiana","Italy","EUR"
"TXG","10X GENOMICS INC CLASS A","Equity","0.02","173.75","49,224.00","8,552,670.00","8,552,670.00","Health Care","US88025U1097","NASDAQ","United States","USD"
"IAC","IAC INTERACTIVE","Equity","0.02","132.41","64,458.00","8,534,883.78","8,534,883.78","Communication","US44891N2080","NASDAQ","United States","USD"
"EUR","EUR CASH","Cash","0.02","117.99","7,231,521.00","8,532,471.98","8,532,471.98","Cash and/or Derivatives","-","-","European Union","EUR"
"GL","GLOBE LIFE INC","Equity","0.02","95.98","88,310.00","8,475,993.80","8,475,993.80","Financials","US37959E1029","New York Stock Exchange Inc.","United States","USD"
"DANSKE","DANSKE BANK","Equity","0.02","17.42","486,122.00","8,469,454.41","8,469,454.41","Financials","DK0010274414","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"MTN","VAIL RESORTS INC","Equity","0.02","303.11","27,876.00","8,449,494.36","8,449,494.36","Consumer Discretionary","US91879Q1094","New York Stock Exchange Inc.","United States","USD"
"HEIO","HEINEKEN HOLDING NV","Equity","0.02","92.50","91,151.00","8,431,846.69","8,431,846.69","Consumer Staples","NL0000008977","Euronext Amsterdam","Netherlands","EUR"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.02","81.76","103,152.00","8,433,707.52","8,433,707.52","Industrials","US0995021062","New York Stock Exchange Inc.","United States","USD"
"ENR","SIEMENS ENERGY N AG","Equity","0.02","29.17","288,639.00","8,418,770.66","8,418,770.66","Industrials","DE000ENER6Y0","Xetra","Germany","EUR"
"WIX","WIX.COM LTD","Equity","0.02","224.58","37,432.00","8,406,478.56","8,406,478.56","Information Technology","IL0011301780","NASDAQ","Israel","USD"
"WRK","WESTROCK","Equity","0.02","51.30","163,569.00","8,391,089.70","8,391,089.70","Materials","US96145D1054","New York Stock Exchange Inc.","United States","USD"
"YAR","YARA INTERNATIONAL","Equity","0.02","51.70","161,887.00","8,370,027.24","8,370,027.24","Materials","NO0010208051","Oslo Bors Asa","Norway","NOK"
"SVT","SEVERN TRENT PLC","Equity","0.02","38.08","219,496.00","8,358,574.50","8,358,574.50","Utilities","GB00B1FH8J72","London Stock Exchange","United Kingdom","GBP"
"6762","TDK CORP","Equity","0.02","104.27","80,100.00","8,352,176.88","8,352,176.88","Information Technology","JP3538800008","Tokyo Stock Exchange","Japan","JPY"
"7832","BANDAI NAMCO HOLDINGS INC","Equity","0.02","68.85","121,000.00","8,330,894.86","8,330,894.86","Consumer Discretionary","JP3778630008","Tokyo Stock Exchange","Japan","JPY"
"NEXI","NEXI","Equity","0.02","20.73","401,812.00","8,329,901.49","8,329,901.49","Information Technology","IT0005366767","Borsa Italiana","Italy","EUR"
"DKNG","DRAFTKINGS INC CLASS A","Equity","0.02","59.25","140,232.00","8,308,746.00","8,308,746.00","Consumer Discretionary","US26142R1041","NASDAQ","United States","USD"
"6586","MAKITA CORP","Equity","0.02","57.41","144,226.00","8,280,479.14","8,280,479.14","Industrials","JP3862400003","Tokyo Stock Exchange","Japan","JPY"
"8002","MARUBENI CORP","Equity","0.02","7.98","1,036,432.00","8,266,560.13","8,266,560.13","Industrials","JP3877600001","Tokyo Stock Exchange","Japan","JPY"
"5938","LIXIL CORP","Equity","0.02","28.62","288,300.00","8,249,883.99","8,249,883.99","Industrials","JP3626800001","Tokyo Stock Exchange","Japan","JPY"
"HSIC","HENRY SCHEIN INC","Equity","0.02","75.18","109,723.00","8,248,975.14","8,248,975.14","Health Care","US8064071025","NASDAQ","United States","USD"
"KESKOB","KESKO CLASS B","Equity","0.02","41.79","196,847.00","8,226,641.24","8,226,641.24","Consumer Staples","FI0009000202","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"MTX","MTU AERO ENGINES HOLDING AG","Equity","0.02","231.73","35,484.00","8,222,791.06","8,222,791.06","Industrials","DE000A0D9PT0","Xetra","Germany","EUR"
"CA","CARREFOUR SA","Equity","0.02","19.95","411,594.00","8,212,168.35","8,212,168.35","Consumer Staples","FR0000120172","Nyse Euronext - Euronext Paris","France","EUR"
"BKI","BLACK KNIGHT INC","Equity","0.02","74.64","109,996.00","8,210,101.44","8,210,101.44","Information Technology","US09215C1053","New York Stock Exchange Inc.","United States","USD"
"NWL","NEWELL BRANDS INC","Equity","0.02","25.21","325,195.00","8,198,165.95","8,198,165.95","Consumer Discretionary","US6512291062","NASDAQ","United States","USD"
"NVCR","NOVOCURE LTD","Equity","0.02","134.48","60,920.00","8,192,521.60","8,192,521.60","Health Care","JE00BYSS4X48","NASDAQ","United States","USD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Equity","0.02","8.69","940,598.00","8,173,796.62","8,173,796.62","Financials","US0357104092","New York Stock Exchange Inc.","United States","USD"
"LEA","LEAR CORP","Equity","0.02","160.86","50,678.00","8,152,063.08","8,152,063.08","Consumer Discretionary","US5218652049","New York Stock Exchange Inc.","United States","USD"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Equity","0.02","28.58","284,628.00","8,134,668.24","8,134,668.24","Communication","GB00B8W67B19","NASDAQ","United States","USD"
"66","MTR CORPORATION CORP LTD","Equity","0.02","5.66","1,434,000.00","8,122,037.21","8,122,037.21","Industrials","HK0066009694","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"1928","SEKISUI HOUSE LTD","Equity","0.02","19.71","411,613.00","8,112,040.02","8,112,040.02","Consumer Discretionary","JP3420600003","Tokyo Stock Exchange","Japan","JPY"
"BSY","BENTLEY SYSTEMS INC CLASS B","Equity","0.02","64.67","125,313.00","8,103,991.71","8,103,991.71","Information Technology","US08265T2087","NASDAQ","United States","USD"
"RHC","RAMSAY HEALTH CARE LTD","Equity","0.02","50.40","160,609.00","8,095,246.26","8,095,246.26","Health Care","AU000000RHC8","Asx - All Markets","Australia","AUD"
"AGN","AEGON NV","Equity","0.02","4.96","1,631,700.00","8,086,019.89","8,086,019.89","Financials","NL0000303709","Euronext Amsterdam","Netherlands","EUR"
"SCA B","SVENSKA CELLULOSA B","Equity","0.02","17.87","452,154.00","8,081,909.99","8,081,909.99","Materials","SE0000112724","Nasdaq Omx Nordic","Sweden","SEK"
"EMSN","EMS-CHEMIE HOLDING AG","Equity","0.02","1,101.47","7,314.00","8,056,138.86","8,056,138.86","Materials","CH0016440353","SIX Swiss Exchange","Switzerland","CHF"
"AOS","A O SMITH CORP","Equity","0.02","72.94","110,251.00","8,041,707.94","8,041,707.94","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"11","HANG SENG BANK LTD","Equity","0.02","18.15","442,915.00","8,037,847.91","8,037,847.91","Financials","HK0011000095","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"KL","KIRKLAND LAKE GOLD LTD","Equity","0.02","39.21","204,557.00","8,020,759.84","8,020,759.84","Materials","CA49741E1007","Toronto Stock Exchange","Canada","CAD"
"7270","SUBARU CORP","Equity","0.02","18.55","432,500.00","8,021,939.40","8,021,939.40","Consumer Discretionary","JP3814800003","Tokyo Stock Exchange","Japan","JPY"
"ASX","ASX LTD","Equity","0.02","64.02","125,275.00","8,020,411.42","8,020,411.42","Financials","AU000000ASX7","Asx - All Markets","Australia","AUD"
"PLUG","PLUG POWER INC","Equity","0.02","26.13","306,962.00","8,020,917.06","8,020,917.06","Industrials","US72919P2020","NASDAQ","United States","USD"
"MAERSK A","A P MOLLER MAERSK","Equity","0.02","2,749.83","2,911.00","8,004,765.00","8,004,765.00","Industrials","DK0010244425","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"MONC","MONCLER","Equity","0.02","64.45","124,198.00","8,004,081.45","8,004,081.45","Consumer Discretionary","IT0004965148","Borsa Italiana","Italy","EUR"
"RPM","RPM INTERNATIONAL INC","Equity","0.02","83.62","95,658.00","7,998,921.96","7,998,921.96","Materials","US7496851038","New York Stock Exchange Inc.","United States","USD"
"GDDY","GODADDY INC CLASS A","Equity","0.02","73.44","108,768.00","7,987,921.92","7,987,921.92","Information Technology","US3802371076","New York Stock Exchange Inc.","United States","USD"
"LEG","LEG IMMOBILIEN N","Equity","0.02","160.47","49,663.00","7,969,242.82","7,969,242.82","Real Estate","DE000LEG1110","Xetra","Germany","EUR"
"S32","SOUTH32 LTD","Equity","0.02","2.25","3,541,198.00","7,960,393.55","7,960,393.55","Materials","AU000000S320","Asx - All Markets","Australia","AUD"
"KPN","KONINKLIJKE KPN NV","Equity","0.02","3.21","2,478,479.00","7,951,327.69","7,951,327.69","Communication","NL0000009082","Euronext Amsterdam","Netherlands","EUR"
"ALFA","ALFA LAVAL","Equity","0.02","40.74","194,885.00","7,939,486.99","7,939,486.99","Industrials","SE0000695876","Nasdaq Omx Nordic","Sweden","SEK"
"EBS","ERSTE GROUP BANK AG","Equity","0.02","39.48","200,803.00","7,927,592.80","7,927,592.80","Financials","AT0000652011","Wiener Boerse Ag","Austria","EUR"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Equity","0.02","7.87","1,006,032.00","7,917,404.44","7,917,404.44","Utilities","IT0003242622","Borsa Italiana","Italy","EUR"
"ADEN","ADECCO GROUP AG","Equity","0.02","56.61","139,778.00","7,913,200.24","7,913,200.24","Industrials","CH0012138605","SIX Swiss Exchange","Switzerland","CHF"
"STJ","ST JAMESS PLACE PLC","Equity","0.02","22.06","358,764.00","7,914,388.10","7,914,388.10","Financials","GB0007669376","London Stock Exchange","United Kingdom","GBP"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Equity","0.02","114.66","69,000.00","7,911,725.06","7,911,725.06","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"OC","OWENS CORNING","Equity","0.02","98.27","80,472.00","7,907,983.44","7,907,983.44","Industrials","US6907421019","New York Stock Exchange Inc.","United States","USD"
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.02","65.82","119,816.00","7,886,289.12","7,886,289.12","Financials","BMG0684D1074","New York Stock Exchange Inc.","United States","USD"
"DBX","DROPBOX INC CLASS A","Equity","0.02","31.23","252,578.00","7,888,010.94","7,888,010.94","Information Technology","US26210C1045","NASDAQ","United States","USD"
"7201","NISSAN MOTOR LTD","Equity","0.02","5.27","1,489,226.00","7,850,939.85","7,850,939.85","Consumer Discretionary","JP3672400003","Tokyo Stock Exchange","Japan","JPY"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Equity","0.02","63.30","123,967.00","7,846,895.09","7,846,895.09","Consumer Discretionary","GB00BHJYC057","London Stock Exchange","United Kingdom","GBP"
"TLS","TELSTRA CORPORATION LTD","Equity","0.02","2.80","2,797,345.00","7,819,489.81","7,819,489.81","Communication","AU000000TLS2","Asx - All Markets","Australia","AUD"
"AIZ","ASSURANT INC","Equity","0.02","168.61","46,234.00","7,795,514.74","7,795,514.74","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"RHI","ROBERT HALF","Equity","0.02","103.93","74,983.00","7,792,983.19","7,792,983.19","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"BEN","FRANKLIN RESOURCES INC","Equity","0.02","32.42","239,158.00","7,753,502.36","7,753,502.36","Financials","US3546131018","New York Stock Exchange Inc.","United States","USD"
